Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2429,1,19.7,29.3,0,6.8,7,4,30,2,5,11,15,62,63,1016.4,1012.7,4,7,25.9,26.5,0,1
682,4,18.2,31.1,1.4,5.8,10.3,8,63,9,8,11,44,51,63,1006.7,1008.1,0,3,25.4,21.2,1,1
1141,0,21.7,29.3,0,5.2,0,13,26,0,4,6,9,65,64,1008.1,1004.4,6,6,26.8,27.4,0,1
1511,19,17.7,26.8,0,7.8,6,9,41,4,1,28,20,61,53,1011.7,1009.1,7,7,20.7,24.3,0,1
1575,1,21.9,28.4,53.4,6.4,5.3,9,52,10,10,20,28,87,74,1017.1,1014.9,5,7,24.3,26.3,1,1
2212,1,24.6,30.7,0,7.8,6.1,9,43,0,2,6,17,63,56,1010.6,1008,7,7,28.3,29.7,0,0
1736,16,13.8,22.2,0,4.4,4.6,15,37,5,1,4,13,83,46,1012.7,1009.8,7,1,15.5,21.9,0,0
1492,1,23.5,29.8,32.2,7,3,9,33,10,10,24,22,98,76,1008.1,1005.9,7,7,24.9,29,1,1
2351,16,9.4,21,4.2,1.8,10.2,13,31,13,2,20,15,65,38,1024.6,1021.5,1,1,11.9,18.7,1,0
2650,10,17.3,22.5,3.4,2,2.3,3,54,3,3,15,22,81,70,1018.3,1014,7,6,20,20.8,1,1
3271,16,20.3,23.6,1.2,9.2,0,11,33,11,10,6,9,83,79,1016.1,1012.7,8,8,21.1,22.4,1,1
2026,1,18.2,27.3,16.6,9,7.8,9,72,9,10,35,39,59,52,1021.1,1018.9,2,3,24,24.4,1,1
1662,0,11.4,21,0,3,7.7,0,28,12,2,4,13,74,66,1029,1025.2,3,3,15.3,19.1,0,1
1972,20,4.9,14.9,0,2,0,4,20,1,1,9,7,97,88,1026.8,1023.8,7,8,9.2,13.7,0,1
2243,16,17.8,24.7,0,2.6,0,13,17,13,0,11,7,74,82,1016.9,1012.7,7,8,20.2,20,0,1
1568,15,15.6,27.2,0,3.4,3.6,13,87,3,0,7,17,99,65,1015.8,1009.8,8,6,16.6,26.5,0,1
212,2,4,15.9,0,0.6,2,6,17,9,10,6,7,95,63,1022.5,1019.7,8,7,8.4,14.8,0,1
297,5,16.3,25.5,0,6.4,10.7,3,70,3,3,43,39,45,27,1008.6,1003.7,8,0,17.9,25.3,0,0
1501,15,20.1,32.5,5.8,7.2,6,14,67,5,7,11,30,93,54,993,988.8,8,6,21.5,31,1,1
939,6,9.9,13.1,0.6,1.6,4.8,13,93,3,13,26,35,66,57,1004.3,1007.2,6,6,12.8,12,0,1
1491,10,19.2,24.8,0,4.8,8.2,0,37,0,0,19,24,78,73,1014.4,1013.5,5,4,22.9,23.8,0,0
2549,9,9.8,28.3,0,6.2,9.6,11,41,2,11,7,17,99,36,1022.7,1020.5,7,0,15.5,27.5,0,0
1906,19,12.6,21.7,0.8,2.2,6.1,1,24,0,4,15,11,77,53,1030.2,1027.3,5,3,14.3,20.4,0,0
448,1,24.9,31.5,2,5.6,9.6,3,31,6,3,11,24,71,75,1009.4,1006.7,8,7,29.2,30.4,1,1
1625,17,13.9,16.6,0.2,0.6,0,11,39,11,15,17,17,89,96,1022.1,1018.7,8,8,15.8,15.2,0,1
2179,20,10.2,31.8,0,9.4,12.8,9,33,1,10,6,9,61,27,1021.5,1017.1,0,1,16.3,29.7,0,0
233,12,13.4,17.1,2.6,2.6,4.2,12,54,12,12,26,13,63,77,1014.7,1015.2,4,7,15.4,14.8,1,1
1419,19,17,32.7,0.2,4.8,7.5,13,56,3,7,19,26,62,36,1014,1009.5,5,5,24,30.7,0,1
326,0,15.6,21.7,2,1.8,1.4,0,20,8,1,6,11,77,53,1025.3,1022.4,7,7,19.2,21.4,1,1
412,4,19.8,30.2,0,5.4,13.4,5,54,7,4,24,39,55,58,1012.9,1011,0,1,27.1,27.3,0,0
647,20,12.1,15.9,0,6,0.5,6,57,3,13,24,20,69,65,997.1,997,7,7,15.5,14.4,0,1
2179,4,17.7,20.5,10.8,6.8,1.2,8,52,12,12,31,20,95,84,1019.3,1019,8,8,17.7,20,1,1
1744,13,4.4,20.8,0,5,11.6,12,33,1,15,15,17,50,35,1024.6,1021,2,1,15.1,20.4,0,0
2381,22,8.2,24.8,0,5.2,11,11,26,0,13,15,11,43,16,1026.8,1022.4,0,0,15,24.5,0,0
1449,10,19.3,22.8,0,7.4,0.3,0,89,1,0,39,33,75,87,1013.4,1011.9,7,8,21.6,20.1,0,1
2534,1,24.6,34.7,2.8,6,9.7,14,35,14,3,24,22,69,71,1006.5,1002.6,7,7,29.8,31.7,1,1
1131,19,16.2,33,4,5,12,15,41,4,15,7,13,84,23,1006.2,999.4,4,3,21.8,32.2,1,0
773,17,23.8,31.8,0,6.8,4.8,11,59,7,5,13,7,62,73,1007.6,1005.5,7,7,26.9,26.5,0,1
2454,18,19.1,30.1,0,8.8,11.9,4,31,5,4,13,9,62,44,1015.8,1013,4,6,26.9,28.7,0,0
1444,18,23.4,26.6,3.8,7.8,0.5,2,50,0,9,31,13,93,95,1010.9,1008.4,8,8,23.4,24.1,1,1
1180,22,17.7,27.4,5.2,6.6,3.7,10,44,9,2,28,24,72,33,1018.9,1017.9,5,3,18.4,25.9,1,0
1802,12,15.4,30.2,0,7,12.7,15,33,1,12,13,17,61,52,1015.3,1010.6,3,1,23.8,26.1,0,0
2767,14,5.9,13.5,1.4,1.4,4,6,39,14,12,17,13,91,93,1019.9,1019.3,8,8,10.5,11.3,1,1
536,17,12.2,19,1,3.4,3.4,11,50,10,8,31,22,92,57,1024.2,1023.5,6,5,15.3,18,0,1
2267,16,10.8,20.5,3.8,3.8,8.5,13,54,13,13,20,31,61,31,1001.9,1003.7,5,1,15,19.3,1,0
1652,14,5.3,11.9,4.6,2,4.3,6,57,6,7,24,28,93,68,1001.7,1000,7,3,8.8,11.6,1,1
1499,1,25.3,32.4,0,5.8,8.7,7,48,3,3,17,17,71,73,1003.4,1000.3,7,7,29.3,30.8,0,1
2362,12,13.4,18.9,3.6,3.6,0.5,3,20,5,6,7,7,95,79,1023.3,1021.1,8,8,15.6,18.4,1,1
2303,20,3.1,16.2,0,1.8,8.1,11,19,4,8,2,7,99,73,1034.7,1031.7,5,7,5,14.9,0,0
1614,15,-0.5,19,0,0.8,7.2,7,56,8,14,7,37,73,40,1019.6,1016.5,5,4,8.9,17.6,0,0
444,10,21.5,25.5,3.8,0.4,1.2,9,61,2,1,31,26,98,90,1003.1,1005.4,8,7,23,25.2,1,1
746,4,20.9,26.9,1.4,3.8,7.3,8,37,12,8,26,24,81,75,1014.9,1014.1,8,2,22.7,25.4,1,0
2474,5,13.2,20.2,0,3.4,11.2,8,43,10,8,26,26,48,47,1025.9,1024.4,7,1,16,19.4,0,0
729,10,17.7,21.7,2.8,7.8,7.6,9,37,9,9,20,24,61,63,1016.2,1015.5,7,7,19.9,20.4,1,0
1208,9,13.2,22.5,0,6,3,11,39,12,8,15,22,99,69,1018.1,1019.5,7,7,16.2,19.9,0,0
1554,14,9.4,15.6,10.4,1,6.3,15,81,15,15,33,30,85,99,1007.6,1009.1,4,7,11.3,13.1,1,1
638,12,13.9,18.3,4.8,2.8,0.1,13,41,14,15,11,11,86,93,1015.2,1014.1,7,8,16.8,14.3,1,1
706,11,8.8,24.1,0,5.2,10.5,9,43,2,8,15,19,63,29,1024.3,1021.5,0,2,14.7,23.4,0,0
2308,0,15.3,21,0.8,2.6,0.4,13,26,12,6,2,7,88,70,1015.9,1011.7,7,7,17.5,20.4,0,0
834,19,16.9,29,0,7.2,6,0,39,0,1,20,13,56,38,1014,1010.3,7,7,20.5,27.6,0,1
1457,11,18.9,21.6,0.4,8.4,0,4,54,4,1,20,28,89,89,1011.8,1006.6,8,8,18.9,19.5,0,1
2596,20,5.7,25.1,0,2.6,11.4,11,28,1,11,7,17,99,37,1023.3,1020.1,1,2,8.3,24.4,0,0
2736,10,13.6,18.1,1,3.2,9.6,11,63,12,12,22,31,56,67,1017.9,1015.3,1,1,16.7,16.4,0,0
1252,14,8.6,14.6,2.8,0.8,6.9,12,28,12,12,9,15,96,71,1022.1,1020.8,5,6,10.7,13.9,1,1
2442,7,11.5,26.5,0,10.6,4.4,5,50,2,3,6,13,57,51,1014,1012.3,2,8,18.7,22.8,0,0
1731,20,4.5,16.6,0.2,2.8,0.7,13,28,4,8,6,4,89,55,1020.9,1018.2,7,7,9.5,16.1,0,1
819,13,20.9,33.8,0,8,10,2,52,0,15,31,28,61,43,1015,1012.4,6,1,23.9,30.7,0,0
3211,17,20.3,25.9,0,11.2,9.7,8,43,8,9,17,22,71,51,1016.1,1014.9,7,5,22.3,24.8,0,0
1297,18,10.9,23.9,0,3.6,10.2,4,31,10,4,7,22,74,54,1020.8,1016.6,1,0,18.3,22.1,0,0
836,21,20.9,29.3,11.4,4.6,3.5,0,31,5,15,11,9,95,89,1011.4,1010.4,6,7,22.5,23.6,1,1
1645,2,7.1,11.2,7,3.4,4.5,7,59,6,7,22,37,91,65,1005.9,1007.1,6,6,7.5,8.7,1,0
933,14,9.9,13.8,2,0.8,7.3,15,48,15,11,19,15,81,83,1023.5,1022.8,6,6,11.1,11.8,1,1
1043,8,9,20.8,0,6.4,11.1,12,43,11,12,24,24,45,27,1016.4,1014.9,0,5,17.3,20.1,0,0
2898,9,15.8,25,0,4,10.3,8,44,9,8,20,33,56,38,1017.9,1017.1,7,1,20.5,23.6,0,0
508,0,19.3,26.5,14.6,4.4,3.7,0,30,8,1,7,13,90,67,1023.5,1020.7,8,7,21.1,24.9,1,1
1318,13,13.7,20.7,25.6,4,6.6,14,67,13,15,28,35,73,62,1007.4,1009.4,7,7,17.8,17.4,1,1
1191,17,16.9,27.7,0,5,12,4,41,14,1,13,24,62,42,1020.1,1015.8,2,1,21.5,26.7,0,0
386,18,27.3,31.6,0,9.4,11.5,4,33,1,1,20,26,70,63,1010.8,1007.1,4,2,29.9,31,0,0
2773,12,10.9,25.8,0,6.4,11,1,33,4,1,15,15,39,24,1027.6,1023.9,1,1,18.8,25.2,0,0
1705,14,8.7,11.5,0.2,2.8,2.7,3,52,3,6,30,24,71,79,1008.3,1006.5,7,6,9.1,10.8,0,1
2153,6,18.3,34.9,0,12.8,10.8,3,61,3,3,43,26,47,22,1018,1015.5,3,3,24.1,33.4,0,0
1587,9,8.2,17.1,8,0.6,2.9,11,35,11,12,26,19,89,74,1023.2,1021.3,8,5,12,15.5,1,1
1676,6,3.2,15.8,0,1.6,6.1,3,26,3,7,9,9,76,48,1031.4,1027.9,1,7,7.3,15.7,0,0
1796,5,12.3,28.1,0,7.6,9.4,3,57,3,5,33,44,41,24,1020.4,1014.7,7,7,20.5,26.1,0,0
558,22,6.6,17.4,0,3,5.4,8,28,10,10,2,11,79,46,1026,1023.5,7,7,10.8,16.9,0,0
832,8,17.6,22,14,2.4,0,2,37,9,2,19,15,87,74,1008.7,1008.5,8,8,17.7,20,1,1
848,21,11,27.5,0,2.2,10,2,35,13,2,9,24,92,52,1026.5,1023.1,2,3,17.5,26.9,0,0
578,4,14.7,19.6,12,0.8,0,5,54,14,4,11,15,97,78,1023.6,1020.8,8,7,16.2,19.2,1,1
1012,9,2.8,15.5,0.2,1.6,6.6,6,30,3,3,9,17,92,61,1029.8,1026.6,5,6,9.6,13.9,0,0
720,17,16.5,25.6,0,5.4,12.8,4,43,6,1,11,28,55,42,1022.5,1019.7,1,1,22.1,24.7,0,0
1938,15,-1.3,14.4,0.2,1.2,7,7,20,13,5,9,6,91,53,1027.4,1023.9,5,7,2.1,13.3,0,0
498,17,19.8,25.3,4,3.8,2.4,0,44,0,1,24,19,93,76,1023.4,1021.8,8,7,20.6,23.9,1,1
2363,1,17.5,25.7,1,4.4,7.1,9,48,10,10,30,28,72,59,1021.5,1019,4,6,21.5,24.2,0,1
929,17,8.8,15,5.2,3.4,3.9,8,50,13,11,17,30,58,91,1024.3,1023.3,1,7,11.8,12.7,1,1
849,20,20.2,30,0,8.8,4.8,12,35,7,11,9,13,43,49,1016.8,1015.8,7,7,23.3,27.5,0,0
1874,19,13.6,25.4,0,4.4,9.4,9,31,0,3,17,9,62,34,1027.1,1022.9,4,3,17.1,23.8,0,0
1904,4,12.5,21.6,0,5,9.6,8,39,12,8,22,22,47,52,1025.1,1022.4,5,7,19,20.7,0,1
1087,9,12.7,28.2,0,5.6,1.5,14,52,3,13,19,28,44,78,1001.2,1004.7,7,8,25.1,18.6,0,1
2228,4,20.2,25.4,5.8,1,0.2,4,39,12,4,9,13,93,76,1021.6,1020.2,8,8,21.1,25.1,1,1
2271,11,3.2,14.5,0,1.6,8,5,35,4,5,15,17,68,58,1024.1,1020.3,2,8,10.5,13.8,0,0
789,10,19.6,25.2,0,5.4,10.7,1,37,5,5,13,20,61,70,1012.5,1011.1,6,6,23,23.5,0,0
776,3,22.9,34.7,0,10,7.4,12,85,5,12,24,31,58,84,1014.3,1013.8,2,7,28.2,21.6,0,1
490,13,12.4,26,0,4.8,10.6,13,37,4,13,4,26,86,44,1019.7,1018.3,3,7,17.8,24.9,0,0
2083,1,21.6,31.5,0,7,11,4,35,9,4,9,20,63,68,1014.8,1012.5,2,2,28.8,29.6,0,1
2757,1,17.2,27.3,0,6.8,4,1,30,9,0,11,15,59,60,1019.6,1016.2,3,5,25,24.7,0,0
617,20,8.9,14.2,0.2,2.2,3.9,3,35,6,3,15,19,88,69,1023.1,1019.3,6,7,10.1,13.1,0,1
856,17,20.5,35.5,0,5.6,8.9,5,41,7,0,15,17,76,34,1019.2,1015.1,0,2,23.1,33.9,0,0
1358,6,4.1,13.1,4.6,3,6.1,11,67,15,11,15,39,93,65,1015.5,1016,7,4,6.9,10.2,1,1
2741,20,10.3,18.1,0,6.4,1.2,3,57,4,5,11,19,53,42,1018.6,1013.4,7,7,14.5,17.6,0,0
1870,9,13,19.3,1.8,1.2,4.2,11,43,13,8,13,28,91,64,1020.1,1020.6,1,7,15.6,17.8,1,1
3210,12,14,27.9,0,7.4,12.8,0,33,4,15,9,13,46,39,1012.7,1009.1,1,2,20.7,25.9,0,0
1340,18,11.1,27.5,0,8,10.6,1,44,10,1,22,35,46,52,1022.4,1018.3,1,2,21.1,22.9,0,0
1021,14,2.7,14.1,10.2,1.6,9.6,5,22,15,4,7,11,68,57,1027.6,1024.6,1,7,9.9,13.3,1,0
2303,12,14.2,23.8,0.8,1.2,2.6,6,24,5,6,9,13,78,44,1016.1,1012.8,6,5,16.5,23.6,0,1
870,19,9.6,21.8,0,3.4,3.7,2,22,0,0,6,2,76,55,1016.1,1011,6,7,16.1,21.5,0,0
2356,18,14,26.9,0,4,10.3,4,28,10,5,9,15,75,55,1018.4,1015,1,1,22.7,26,0,0
1523,2,12.5,24.7,6.8,0.5,9,8,39,9,12,19,22,72,43,1012,1010.9,5,2,17.4,24.2,1,0
2406,19,-0.5,19.6,0,2.8,10.9,14,28,1,7,7,11,68,34,1025.1,1022.7,1,1,9.7,19.2,0,0
2447,13,14.7,24.7,0.8,5.4,11.2,11,41,8,12,19,24,45,38,1017.1,1015.4,1,4,18.8,22.9,0,0
2406,13,10.7,34.5,0,5,11.1,6,63,5,3,28,39,34,11,1014.1,1008.4,0,0,23.4,34.1,0,0
1688,14,7,13.2,2.8,3,5.7,6,52,6,6,15,19,81,73,1014.8,1012,5,8,8.3,11.5,1,1
2281,11,14.2,24.1,0,4,6.3,13,37,3,13,13,17,61,32,1022.7,1020,6,6,17.6,23.9,0,0
472,21,12.9,26.4,0,4.8,11.4,9,30,14,10,19,15,84,58,1013.5,1011,2,2,18.9,26,0,0
1853,20,14.4,23.4,0,5.4,1.8,12,50,6,11,7,22,79,97,1015.6,1013.4,7,7,15.4,16.3,0,1
590,14,8.3,12.5,8.8,1.4,5,12,61,12,12,26,17,79,80,1013.6,1015.6,7,5,9.9,11.4,1,1
2116,18,21,30.7,0,12.6,11.9,4,37,0,4,15,24,52,46,1012,1009.3,1,1,27.4,28.9,0,0
2311,12,7.3,18.6,0,2.4,1.3,5,50,5,14,20,19,51,95,1009.6,1006.3,7,8,17.2,13.5,0,1
2030,13,6.3,22.7,0,4.2,9.8,7,31,4,3,9,13,70,41,1020,1015,1,4,15.1,20.6,0,0
1215,14,13.5,27.4,0.2,4.8,6.8,4,24,5,4,9,9,99,55,1009.7,1006.4,3,7,15,27,0,1
3127,7,6.6,17.6,0.2,3.3,7,14,31,15,15,13,19,100,59,1021.3,1019.2,8,7,10.3,16.2,0,0
2877,18,24.3,32.8,4,9.4,11.5,3,31,12,3,9,20,66,59,1006.8,1003.4,4,1,28.4,31.8,1,0
1444,0,16.4,27.9,0,9.8,8.7,0,22,1,4,4,9,58,54,1015.6,1011.2,7,7,24.5,26,0,0
2793,17,16.7,29.7,2.2,5,9.6,8,59,7,1,13,24,48,63,1016.6,1012.2,1,6,22.9,22.8,1,1
2042,19,1.8,17.3,0.8,2.4,8.1,15,30,3,15,7,15,99,45,1017.3,1014.1,7,4,8.7,16.3,0,0
1950,16,8,17.3,0,2,8.1,13,31,13,11,19,15,79,58,1021.6,1019.1,5,2,9.6,16.1,0,1
2515,10,20.2,24.9,0.4,6.6,11.3,2,50,0,2,30,28,67,66,1016.5,1015.2,2,2,23.6,23.8,0,1
1670,6,8.5,15.6,0,2.2,7.6,3,65,3,6,28,33,67,44,1021.7,1018.3,1,7,12,14.8,0,1
1941,17,10,16.2,0,2,1,6,37,6,14,7,17,71,86,1015.1,1009.6,7,6,13.2,16,0,1
2582,13,20.7,26.7,4.6,3.4,9.8,13,48,14,14,24,26,75,53,1010.8,1011,6,4,24.4,25.6,1,1
2360,14,8.3,13.3,2,2.2,2.1,7,41,6,14,9,17,98,80,1033.1,1031.8,8,8,10.1,13,1,0
414,10,20.5,24,0,4.4,6,0,52,2,9,28,28,82,82,1011.5,1009.4,6,6,22.5,22.8,0,0
2341,10,11.4,17.9,0.4,2.4,6.2,13,28,4,14,6,13,74,61,1017.3,1014.3,6,7,14.8,16.7,0,1
2354,7,9,21.3,0,5,9.3,14,39,7,14,15,22,68,42,1019.9,1016.4,1,5,12.8,20.2,0,0
2649,14,8.3,13.1,1.6,0.6,4.9,9,30,11,8,11,13,92,88,1025.9,1025.9,8,8,10.1,12.1,1,0
1790,16,15.9,20.7,0,8,0.3,0,31,0,0,15,20,80,71,1019.5,1017.4,8,8,16.9,18.4,0,0
1028,12,3.9,19.3,0,4,10.8,12,35,0,11,7,17,58,38,1027.8,1023.7,1,1,13.7,17.9,0,0
1367,9,7.3,19.1,0.2,2.8,10,4,22,9,7,7,13,70,44,1018.4,1015.4,1,1,14,18.4,0,0
2038,11,10.7,15.6,9.4,1.4,7.5,12,54,13,13,22,20,94,61,1010.4,1006.3,8,6,11.3,15.1,1,1
2252,13,9.2,26.2,0,6.4,10,15,33,8,15,17,26,65,46,1018.3,1014.1,1,1,18.1,25.4,0,0
2075,18,22.5,30.5,0,10.6,11.5,4,35,1,1,22,28,54,51,1014.7,1011.5,6,1,28.1,28.7,0,0
2093,6,5.7,17.7,0,5.8,5.3,9,52,9,2,17,33,59,49,1023.9,1021.3,3,7,13.3,16.8,0,0
647,9,10,13,7.2,1.4,1.5,15,67,13,13,9,22,92,91,1000.2,1000.1,7,7,11.7,10.3,1,1
1689,20,8.9,17.2,0.2,3.2,6,13,67,6,14,24,19,73,54,1008.9,1005.9,7,7,11.6,14.4,0,1
2040,13,14.8,20.3,2.2,4.2,4.3,7,43,12,7,7,24,80,54,1015,1013.4,7,3,16.3,19,1,0
694,4,8.4,24.2,0,7,12.1,0,31,8,0,7,19,27,36,1011.5,1007.5,0,1,21.7,23.1,0,0
1109,19,15.6,29.8,0,6,10.7,12,33,1,8,11,7,75,42,1012.5,1008.8,2,5,21.5,27.6,0,0
2200,6,11.8,21.5,0,11.4,5.9,10,46,12,8,20,24,85,45,1012.7,1013.4,7,6,15,19.1,0,0
1174,4,18.4,23.3,3.4,9.2,1.3,12,54,12,12,30,22,81,71,1020.9,1019.2,7,8,19.6,21.9,1,0
2797,9,12.5,20.1,1.2,9,9,7,31,13,12,11,19,77,50,1020.4,1021.5,2,6,15,19.2,1,0
1407,6,14,26.6,0,8.8,6.2,3,80,3,3,63,30,62,52,1010.1,1006.4,7,8,18.6,24.6,0,1
2483,19,19.9,24.4,0,8,2.9,0,56,5,0,17,28,59,77,1005,1003.2,6,7,23.7,19.6,0,1
2404,7,2.7,17.1,0,4.8,9.3,8,30,11,10,13,15,51,29,1026.6,1023.5,7,7,11.6,16.3,0,0
979,11,5.3,12.7,0,1.6,7.3,1,35,1,0,20,19,85,67,1031.8,1028,7,6,6.6,11.9,0,0
2027,1,18,27.3,6.4,5.4,6.5,9,57,11,9,26,35,89,54,1021.5,1018.7,6,4,19.6,25.7,1,1
1150,1,23.8,32.2,48.6,6.4,7.7,0,35,10,13,7,22,71,85,1005.6,1003.2,4,7,29.8,26.8,1,1
1724,9,7.2,16.5,0.2,2.6,9,14,31,13,14,15,17,66,59,1027.8,1024.4,2,5,12.1,16.1,0,0
1579,1,22.5,29.9,47.4,5.8,8.1,10,37,10,9,24,26,75,64,1011.8,1008.7,7,5,25.9,29.1,1,0
899,10,19.2,21.9,21,4.4,8.3,13,72,14,14,41,43,55,72,1006.5,1003.5,1,4,21,20.8,1,1
3220,0,18.2,28.1,0,6.8,12.4,0,28,2,0,11,13,48,51,1022.4,1021,2,7,25.6,26.6,0,0
665,7,8.6,28.4,0,6.4,9,5,44,5,3,26,24,20,6,1019.1,1012.4,1,1,17.3,27.9,0,1
269,5,8.5,14.3,2.2,3.6,2.5,11,52,12,11,28,28,87,60,1017.6,1018.9,7,6,9.5,12.8,1,1
827,0,23.6,29.1,0,6.6,3.2,9,43,9,9,13,13,67,73,1021.3,1020.8,7,7,25.9,24.4,0,1
936,18,13,26,0,5.8,8.3,1,30,8,4,9,20,52,51,1021.1,1018,4,5,21.1,25.2,0,0
2346,9,2.3,14.4,0,0.6,9.7,3,26,5,3,13,9,93,54,1026,1023.1,1,1,6.4,13.7,0,0
2225,17,20,29.1,1.4,5.2,7.2,8,35,8,4,9,19,81,56,1017.7,1013.2,3,7,21.5,28.5,1,0
103,2,14.5,24.2,4.4,6.6,5.9,13,48,6,14,9,17,95,60,1010.8,1006.8,8,5,15.8,22.6,1,1
1190,18,24,31,2.8,5.8,4.6,9,43,9,10,13,19,75,85,1010.2,1007.7,7,7,28,25.9,1,1
673,6,8.9,18.9,0,4.8,5.4,3,59,6,7,30,15,65,48,1011.2,1008.8,7,6,13.3,17.9,0,1
1360,10,14.3,19.3,13.4,4.4,9,14,76,13,13,33,37,55,58,1008.6,1009.1,2,3,17.3,18.3,1,1
1637,22,8.7,17.8,0,6.2,1.2,13,41,14,13,17,24,73,54,1012.5,1011.5,0,4,12.1,16.8,0,0
2609,10,20.2,24.1,1.6,2.6,8.7,10,24,8,8,9,13,77,65,1015.4,1013.8,6,6,22.7,23.5,1,1
366,5,10.8,20.6,0.2,4.4,7.1,12,61,15,7,19,31,56,33,1002.3,996.5,7,7,13.6,19.3,0,1
2212,0,19.7,28.9,2.2,7,7.3,2,35,9,2,11,15,67,44,1020.1,1018.2,5,7,24.5,27.5,1,1
2843,18,25.8,32.2,0,11,8.3,1,39,4,1,19,28,60,55,1014.4,1011.7,6,6,28.8,29.8,0,0
850,10,19.3,25.1,0,9.8,8.1,1,41,0,0,30,28,49,46,1025.5,1023.6,7,1,22,24,0,0
2222,1,24,27.8,35.4,6.6,0.8,9,56,8,8,22,20,94,93,1011.2,1007.8,8,8,24.9,25.5,1,1
1053,19,4.5,22.4,0,3.8,11,1,26,1,14,7,4,78,46,1025.1,1023.1,1,1,12.8,21,0,0
808,6,14.6,26.4,0.8,4.8,11.3,10,39,8,8,22,19,60,51,1021.5,1020.1,1,7,17.2,24.4,0,0
2166,1,24.1,30.5,2,8.4,1.6,8,37,9,8,15,17,81,95,1010.6,1009,7,8,27.1,25.3,1,1
652,14,9.2,16.2,0.2,4.4,6.6,14,61,7,6,24,31,71,66,1007.6,1006.1,6,7,13.6,13.9,0,1
820,18,24.4,27.5,37.4,6.4,0,7,39,11,1,11,11,96,88,1010.8,1008.6,8,8,25.4,26.8,1,1
1109,10,15.8,21.5,0.2,7.8,1.8,2,44,2,2,20,19,67,66,1017,1016.1,7,7,20.2,19.4,0,0
2214,14,9.1,19.4,3,2,10.2,15,44,15,15,13,20,75,57,1021.7,1021.9,4,1,15.3,19,1,0
3283,0,27.3,35.6,0,11.4,5,2,37,15,2,4,17,64,59,1004.3,1002.8,7,7,30.4,30.6,0,1
1350,14,6.6,14.1,0.2,0.8,4.8,11,17,6,10,7,9,85,74,1027.8,1026.2,7,8,11,12.5,0,0
2344,17,9.8,14.8,0,4,1.1,11,54,11,11,35,31,71,66,1025.5,1024.9,7,7,13,14.4,0,0
1495,15,12.9,31.3,0,8,13.1,0,37,14,9,11,22,75,47,1015.5,1013,0,1,20.5,28.4,0,0
729,7,23.9,41.7,0,18.6,12.4,7,50,9,15,9,6,32,11,1007.5,1005.4,1,2,28.8,40.4,0,0
891,0,13,28.3,0,3,10.1,2,26,15,2,4,11,54,59,1022.3,1019.5,1,2,21,25.8,0,0
693,4,13.3,28.5,0,8,10.4,7,69,6,14,15,35,27,13,1005,1001.1,0,2,22.8,28.2,0,0
2144,13,12.8,26.8,0,9,12.6,12,44,8,12,15,30,51,36,1009.1,1010,4,1,22.3,24.5,0,0
952,3,1.6,16.2,0,1.6,8.5,13,28,6,14,7,7,60,34,1022.7,1020.3,1,2,7.4,15.7,0,0
922,8,11.1,16.6,3.4,1.2,0.6,7,26,7,12,13,7,92,94,1013.4,1012.5,8,7,12.8,14,1,1
772,14,14.3,19.8,0,11.4,11,12,41,10,9,11,19,67,61,1011.6,1009.8,8,7,15.6,18.5,0,0
1626,4,14.8,20.1,1.6,1,0.7,14,17,14,4,7,7,97,89,1013.8,1008.3,8,6,16.2,19.7,1,1
1523,15,15.3,21.9,4.8,3.6,1.1,2,33,0,0,13,22,96,66,1015.4,1015.2,8,8,16.8,20.5,1,1
3290,12,20.4,26.4,0,8.8,11.3,12,35,11,15,11,17,65,56,1013.4,1010.7,3,4,22.9,23,0,1
448,17,17.4,22.1,2.8,2.2,1.5,11,56,11,11,35,33,81,70,1011.4,1011.3,8,7,17.8,21.4,1,1
1360,22,8,18.5,0,6.8,10.4,11,41,11,11,20,22,62,91,1027.4,1025.1,1,1,12.6,17.4,0,0
898,7,10.1,22,0,3,8.9,14,30,7,13,4,15,64,36,1024.8,1022.2,7,2,14.9,21.7,0,0
572,1,18.7,26.7,0,6,1.6,8,22,11,2,2,7,73,61,1014.6,1011.9,7,7,21.6,26.4,0,0
2948,12,22.6,28.9,0,11,8.9,15,26,13,13,7,13,73,64,1009.8,1007.1,3,7,25.8,27.2,0,0
424,1,24.9,32.2,1.8,4.6,4,2,35,10,2,15,19,81,58,1011.4,1008.8,7,7,27.6,31.5,1,1
1991,9,5.9,14.5,0,2.4,9.8,3,43,3,3,20,24,65,57,1019.8,1016,1,1,9.4,14,0,1
952,14,5.9,11.9,19.4,0.2,3,11,33,15,11,15,17,91,87,1015.9,1017.1,5,7,9.6,10.6,1,1
1627,14,7.1,12.8,30.2,0.4,0,9,56,10,10,24,24,88,92,1013.7,1013,8,8,11.9,11.9,1,1
630,19,7.2,14.3,5.6,3.6,3.3,14,31,3,14,7,17,85,69,1012.2,1010.5,7,7,8.7,13.5,1,0
699,10,13.1,19.2,0,7.4,8.4,12,46,12,8,15,20,62,53,1021.2,1019.9,5,3,16.7,18.7,0,0
